Perenso AcctKey,Analysis Forest \ Territory,IMS #,Account Name,Street Line 1,Street Line 2,Suburb,Postcode,Analysis Forest \ State,Top 500,Phone,Banner,Brauer Rating,Call Frequency,Buying Group
"2,475",QLD2,4221006,Chempro - Palm Beach 7 Day Amcal Chemist,,1148 Gold Coast Hwy,PALM BEACH,4221,QLD,Top 500,07 5534 2773,AMCAL CHEMIST,A Grade,4 Weeks,BRAUER GOLD 14%
"2,930",QLD2,4221007,Blooms The Chemist The Pines,Sh 22 Pines S/C,McGrath & Guinnis Creek Rd,ELANORA,4221,QLD,Top 500,07 5598 1415,BLOOMS THE CHEMIST,A Grade,4 Weeks,
"5,905",QLD2,4225012,Chemist Warehouse - Coolangatta,,8 - 12 Griffith St,COOLANGATTA,4225,QLD,Top 500,07 5536 1139,CHEM W/HOUSE,A Grade,4 Weeks,
"2,596",QLD2,4225013,Chempro - The Strand Coolangatta Amcal,Level 1,72-80 Marine Parade ,COOLANGATTA,4225,QLD,Top 500,07 5599 4041,AMCAL CHEMIST,A Grade,4 Weeks,
"5,133",QLD2,4226009,Good Price Phy - Robina,Sh RC12 Robina Super Cnt,86-104 Robina Town Cnt Dr,ROBINA,4226,QLD,Top 500,07 5562 1966,GOOD PRICE PHY,A Grade,4 Weeks,
"2,862",QLD2,4350009,Terry White Clifford Garden,Sh 47 Clifford Gardens S/C,Cnr James St & Anzac Ave,TOOWOOMBA,4350,QLD,Top 500,07 4634 6845,TERRY WHITE CHEMIST,A Grade,4 Weeks,
"6,033",QLD2,4350043,Good Price Phy - Toowoomba,"Shop10, 323 Ruthven Street",,TOOWOOMBA,4350,QLD,Top 500,07 4613 0077,GOOD PRICE PHY,A Grade,4 Weeks,
"2,674",QLD2,4350046,Grand Central Phy ,Sh 16 Grand Central S/C,Margaret St,TOOWOOMBA,4350,QLD,Top 500,07 4632 0722,Independent,A Grade,4 Weeks,
"6,637",QLD2,4350057,Priceline Phy Northpoint ,Sh 21 Northpoint S/C,Corner Ruthven St and Jones St,North Toowoomba,4350,QLD,Top 500,07 4632 7172,PRICELINE OP IN,A Grade,4 Weeks,
"5,195",QLD2,4352004,Discount Drug Store - Highfields,Sh 1,2-4 Plaza Circle,HIGHFIELDS,4352,QLD,Top 500,07 4615 5600,DISCOUNT DRUG STORE,A Grade,4 Weeks,
"3,228",QLD2,4740044,AFS Friendly Care Pharmacy - Nebo,135-137 Nebo Rd,,MACKAY,4740,QLD,Top 500,07 4957 4636,DISCOUNT DRUG STORE,A C Grade,12 Weeks ,
"3,066",QLD2,4812008,Friendlies Chemmart Pimlico Phy,M05A Castletown Shoppingworld ,35-47 Kings Rd,PIMLICO,4812,QLD,Top 500,07 4750 7333,CHEMMART,A C Grade,12 Weeks ,
"5,080",QLD2,4814016,Chemist Outlet - Townsville,Sh 5,143 Duckworth st,TOWNSVILLE,4814,QLD,Top 500,07 4728 8897,CHEMIST OUTLET,A C Grade,12 Weeks ,
"3,362",QLD2,4868001,Calanna Phy - Woree,,600 Bruce Hwy,WOREE,4868,QLD,Top 500,07 4054 2440,Independent,A C Grade,12 Weeks ,
"6,055",QLD2,4869005,Calanna Phy - Edmonton,Shop 12  7 - 11 Walker Rd,,EDMONTON ,4869,QLD,Top 500,07 4045 5526,Independent,A C Grade,12 Weeks ,
"3,240",QLD2,4870013,Discount Drug Store - Pease St,Sh 27 Piccones S/V,159-161 Pease St,MANUNDA,4870,QLD,Top 500,07 4053 2883,DISCOUNT DRUG STORE,A C Grade,12 Weeks ,BRAUER GOLD 14%
"2,845",QLD2,4870029,Terry White  Cairns Central,Sh 112 Cairns Central S/C,Cnr Aplin & McLeod St,CAIRNS,4870,QLD,Top 500,07 4031 8855,TERRY WHITE CHEMIST,A C Grade,12 Weeks ,
"6,107",QLD2,4870046,Good Price Phy - Cairns Westcourt,Sh 2A,318 - 324 Mulgrave Road,CAIRNS,4870,QLD,Top 500,07 4051 6005,GOOD PRICE PHY,A C Grade,12 Weeks ,
"3,375",QLD2,,Go Vita - Ballina Fair,Sh 25 Ballina Fair S/C,Kerr St,BALLINA,2478,QLD,Top 500,02 6686 8252,GO VITA,A C Grade,12 Weeks ,
"3,377",QLD2,,Go Vita - Byron Bay Express Health Food,Sh 2,69 Jonson St,BYRON BAY,2481,QLD,Top 500,02 6680 7464,GO VITA,A C Grade,12 Weeks ,
"3,395",QLD2,,Go Vita - Smithfield Regeneration Health Food,Sh 11A Smithfield S/C,,SMITHFIELD,4878,QLD,Top 500,07 4038 1662,GO VITA,A C Grade,12 Weeks ,
"3,433",QLD2,,Health Squared Garden City ,Sh 2069 Garden City S/C,Kessels Rd,UPPER MT GRAVATT,4122,QLD,Top 500,07 3349 8619,Independent,A Grade,4 Weeks,
"5,608",QLD2,,Go Vita - Cairns,Sh 104 Stockland S/C,,EARLVILLE,4870,QLD,Top 500,07 4054 2481,GO VITA,A C Grade,12 Weeks ,
,QLD2,,Healthy Life - Cleveland,Sh 8 Stockland Harbourside S/C,91 Middle St,CLEVELAND,4163,QLD,Top 501,07 3286 5401,HEALTHY LIFE,A Grade,4 Weeks,
214,SA1,830002,United Discount Chemist - Palmerston,Sh 20-21 Palm City Oasis S/C,Cnr Chungwah & Temple Tce,PALMERSTON,830,SA,Top 500,08 8932 5933,Independent,A C Grade,26 Weeks,
238,SA1,870002,Alice Springs Phy,Sh 19 Yeperenge S/C,36-38 Hartley St,ALICE SPRINGS,870,SA,Top 500,08 8952 1554,Independent,A C Grade,26 Weeks,
"6,908",SA1,3500013,Ontario Discount Phy ,239 Thirteenth St,,MILDURA,3500,SA,Top 500,03 5021 1219,Independent,A Grade,4 Weeks,
182,SA1,5000014,National Pharmacies - Adelaide,,52 Gawler Place,ADELAIDE,5000,SA,Top 500,08 8223 0300,NATIONAL PHARMACIES,A Grade,4 Weeks,
41,SA1,5021004,Better Health Phy - West Lakes,Sh 45 West Lakes Mall S/C,West Lakes Boulevard,WEST LAKES,5021,SA,Top 500,08 8356 0787,TOMEO AND LASLETT,A Grade,4 Weeks,
189,SA1,5023003,National Pharmacies - Findon,,303 Grange Rd,FINDON,5023,SA,Top 500,08 8356 7619,NATIONAL PHARMACIES,A Grade,4 Weeks,
14,SA1,5024001,Better Health-  Fulham Gardens,Sh 6 Target S/C,447 Tapleys Hill Rd,FULHAM GARDENS,5024,SA,Top 500,08 8356 4131,Independent,A Grade,4 Weeks,
227,SA1,5039006,Terry White Chemist - Edwardstown,Sh 4-7 Castle Plaza S/C,992 South Pine Rd,EDWARDSTOWN,5039,SA,Top 500,08 8277 1511,TERRY WHITE CHEMIST,A Grade,4 Weeks,
144,SA1,5041007,Chemist King - Colonel Light Gardens,,501 Goodwood Rd,COLONEL LIGHT GARDENS,5041,SA,Top 500,08 8276 1922,CHEMIST KING ,A Grade,4 Weeks,BRAUER GOLD 14%
183,SA1,5043005,National Pharmacies - Ascot Park,,629 Marion Rd,ASCOT PARK,5043,SA,Top 500,08 8276 1745,NATIONAL PHARMACIES,A Grade,4 Weeks,
190,SA1,5045007,National Pharmacies - Glenelg,,83 Jetty Rd,GLENELG,5045,SA,Top 500,08 8295 4789,NATIONAL PHARMACIES,A Grade,4 Weeks,
"5,659",SA1,5045024,Chemist Warehouse - Glenelg,,88 Jetty Road,GLENELG,5045,SA,Top 500,08 8295 4745,CHEM W/HOUSE,A Grade,4 Weeks,
185,SA1,5048003,National Pharmacies - Brighton,,424 Brighton Rd,BRIGHTON,5048,SA,Top 500,08 8296 6846,NATIONAL PHARMACIES,A Grade,4 Weeks,
184,SA1,5051003,National Pharmacies - Blackwood,,241 Main Rd,BLACKWOOD,5051,SA,Top 500,08 8278 2870,NATIONAL PHARMACIES,A Grade,4 Weeks,
198,SA1,5062010,National Pharmacies - Mitcham,,109 Belair Rd,MITCHAM,5062,SA,Top 500,08 8271 7465,NATIONAL PHARMACIES,A Grade,4 Weeks,
146,SA1,5063002,Chemist King Frewville,Sh 4 Foodland S/C,177 Glen Osmond Rd,FREWVILLE,5063,SA,Top 500,08 8379 5234,CHEMIST KING ,A Grade,4 Weeks,
191,SA1,5064002,National Pharmacies - Glenunga,,297 Glen Osmond Rd,GLENUNGA,5064,SA,Top 500,08 8379 2068,NATIONAL PHARMACIES,A Grade,4 Weeks,
203,SA1,5067003,National Pharmacies - Norwood,,156 The Pde,NORWOOD,5067,SA,Top 500,08 8431 1894,NATIONAL PHARMACIES,A Grade,4 Weeks,
13,SA1,5073003,Chemist King Hectorville,84 Glynburn Road ,,Hectorville,5073,SA,Top 500,08 8417 7192,CHEMIST KING ,A Grade,4 Weeks,
201,SA1,5074009,National Pharmacies - Newton,,60-64 Gorge Rd,NEWTON,5074,SA,Top 500,08 8336 2951,NATIONAL PHARMACIES,A Grade,4 Weeks,
199,SA1,5092005,National Pharmacies - Modbury,Tea Tree Plus S/C,1020 North East Rd,MODBURY,5092,SA,Top 500,08 8264 3657,NATIONAL PHARMACIES,A Grade,4 Weeks,
298,SA1,5098003,Ingle Farm Amcal Phy,Sh 26 Ingle Farm S/C,Montague Rd,INGLE FARM,5098,SA,Top 500,08 8265 3144,AMCAL CHEMIST,A Grade,4 Weeks,
36,SA1,5108006,Hollywood Discount Chemist,Shop 45-47 Hollywood Plaza S/C,Winzor St,SALISBURY DOWNS,5108,SA,Top 500,08 8250 4998,STAR PHY DISCOUNT CHEMIST,A Grade,4 Weeks,
370,SA1,5108018,Discount Phy - Salisbury,,Sh1 7/9 GawlerSt,SALISBURY ,5108,SA,Top 500,08 8281 7288,Independent,A Grade,4 Weeks,
"5,232",SA1,5110001,Discount Springbank  Phy,Sh 2 Springbank Plaza S/C,382-396  Waterloo Corner,BURTON,5110,SA,Top 500,08 8280 3063,TOMEO AND LASLETT,A Grade,4 Weeks,
"5,186",SA1,5114002,Priceline Phy - Munno Para,Sh 57 Munno Para S/C,600 Main North Rd,SMITHFIELD,5114,SA,Top 500,08 82541068,PRICELINE OP IN,A Grade,4 Weeks,
"6,344",SA1,5114007,Good Price Phy WH Munno Para,Sh 93 & 94 Munno Para S/C,600 Main North Road ,SMITHFIELD,5114,SA,Top 500,08 8254 2010,GOOD PRICE PHY,A Grade,4 Weeks,
95,SA1,5125003,National Pharmacies - Golden Grove Village,Sh 74 Golden Grove Village,The Golden Way,GOLDEN GROVE,5125,SA,Top 500,08 8251 2946,NATIONAL PHARMACIES,A Grade,4 Weeks,
39,SA1,5152001,Stirling Chemmart,,21 Mount Barker Rd,STIRLING,5152,SA,Top 500,08 8339 2800,CHEMMART MASTER,A Grade,4 Weeks,THE GREEN DISPENSARY GROUP
226,SA1,5152002,The Green Dispensary - Stirling,,28 Mount Barker Rd,STIRLING,5152,SA,Top 500,08 8339 1347,Independent,A Grade,4 Weeks,THE GREEN DISPENSARY GROUP
97,SA1,5158003,Terry White - Hallett Cove,Hallett Cove Shopping Mall,45 Lonsdale Dr,HALLETT COVE,5158,SA,Top 500,08 8387 2116,CHEMPLUS,A Grade,4 Weeks,
57,SA1,5159005,HUB AMCAL PHARMACY,Sh 32 Hub S/C,Taylors Rd,ABERFOYLE PARK,5159,SA,Top 500,08 8270 1885,CHEMMART MASTER,A Grade,4 Weeks,BRAUER GOLD 14%
24,SA1,5162001,Chemist King - Morphett Vale,,1 Doctors Rd,MORPHETT VALE,5162,SA,Top 500,08 8384 8780,CHEMIST KING ,A Grade,4 Weeks,
200,SA1,5162009,National Pharmacies - Morphett Vale,,188A Main South Rd,MORPHETT VALE,5162,SA,Top 500,08 8384 1661,NATIONAL PHARMACIES,A Grade,4 Weeks,
"6,558",SA1,5162013,Good Price Phy - Morphett Vale ,Unit 1,378 Main South Rd,MORPHETT VALE,5162,SA,Top 500,08 7200 2568,GOOD PRICE PHY,A Grade,4 Weeks,
115,SA1,5168001,Carrig Chemist - Noarlunga,Shy 3-4 Colonnades S/C,54 Beach Rd,NOARLUNGA,5168,SA,Top 500,08 8384 3794,Independent,A Grade,4 Weeks,
126,SA1,5169002,Chemplus Chemist - Seaford,,Cnr Commercial Rd & The Pde,SEAFORD,5169,SA,Top 500,08 8386 3933,CHEMPLUS,A Grade,4 Weeks,
71,SA1,5171001,McLaren Vale Chemmart Phy,,130 Main Rd,MCLAREN VALE,5171,SA,Top 500,08 8323 8318,CHEMMART MASTER,A Grade,4 Weeks,
132,SA1,5211001,Chemplus Chemist - Victor Harbour,Woolworths S/C,Torrens St,VICTOR HARBOR,5211,SA,Top 500,08 8552 1797,CHEMPLUS,A Grade,4 Weeks,
73,SA1,5251001,Terry White Chemist - Mt Barker,Sh 21 - 22 Mt Barker Central S/C,13 McLaren St,MT BARKER,5251,SA,Top 500,08 8398 2237,TERRY WHITE CHEMIST,A Grade,4 Weeks,THE GREEN DISPENSARY GROUP
25,SA1,5251003,Mt Barker Chemmart Phy,,45 Gawler St,MT BARKER,5251,SA,Top 500,08 8391 1057,CHEMMART MASTER,A Grade,4 Weeks,THE GREEN DISPENSARY GROUP
"5,917",SA1,5251008,National Pharmacies Mt Barker,Sh 5 Barker Plaza,cnr Hutchinson & Morphett Streets,MT BARKER,5251,SA,Top 500,08 8391 0243,NATIONAL PHARMACIES,A Grade,4 Weeks,
27,SA1,5253007,Amcal Chemist -  Murray Bridge  Phy,Sh 23/1 Woolworths S/C,Swanport Rd,MURRAY BRIDGE,5253,SA,Top 500,08 8531 2555,AMCAL CHEMIST,A Grade,4 Weeks,BRAUER GOLD 14%
26,SA1,5253012,Chemist King Murray Bridge,Sh 16 - 19 Murray Bridge Green,1Swanport Rd,MURRAY BRIDGE,5253,SA,Top 500,08 8532 2700,CHEMIST KING ,A Grade,4 Weeks,
379,SA1,5255001,Strathalbyn Amcal Phy,,10 Dawson St,STRATHALBYN,5255,SA,Top 500,08 8536 2266,AMCAL CHEMIST,A Grade,4 Weeks,
"6,062",SA1,5291002,Chemist King Mt Gambier,4/170-174 Jubilee Highway ,West Collin Court ,MT GAMBIER,5290,SA,Top 500,08 8723 9579,CHEMIST KING ,A C Grade,12 Weeks ,
170,SA1,5352005,Priceline Phy - Tanunda ,Sh 5,117  Murray St,TANUNDA,5352,SA,Top 500,08 8563 2611,PRICELINE OP IN,A Grade,4 Weeks,
119,SA1,5355002,Terry White - Barossa,,1 Murray St,NURIOOTPA,5355,SA,Top 500,08 8562 1550,CHEMPLUS,A Grade,4 Weeks,
85,SA1,5608007,Monarch Chemmart Phy - Whyalla Norrie,Sh 45 Weslands S/C,Norrie Avenue,WHYALLA NORRIE,5600,SA,Top 500,08 8645 5045,CHEMMART MASTER,A C Grade,12 Weeks ,
414,SA1,,Go Vita  - Marion,Sh 1143 Fresh Food Market,Westfield S/C,MARION,5043,SA,Top 500,08 8296 8401,GO VITA,A Grade,4 Weeks,BRAUER GOLD 14%
416,SA1,,Go-Vita Modbury,Tea Tree Plaza,976 North East Rd,MODBURY,5092,SA,Top 500,08 8264 5133,GO VITA,A Grade,4 Weeks,
426,SA1,,Go Vita- Mount Barker,Sh 9 Mt Barker Central S/C,,MT BARKER,5251,SA,Top 500,08 8391 1576,GO VITA,A Grade,4 Weeks,BRAUER GOLD 14%
435,SA1,,Go Vita - Tanunda,,98 Murray St,TANUNDA,5352,SA,Top 500,08 8563 0244,GO VITA,A Grade,4 Weeks,
"4,567",SA1,,Healthy Life - Mildura,Sh T03 Mildura Plaza S/C,Cnr 15th & Deakin St,MILDURA,3500,SA,Top 500,03 5023 8255,HEALTHY LIFE,A C Grade,12 Weeks ,
"4,685",VIC1,16073,Replenish Health Williamstown,,20 Douglas Pde,WILLIAMSTOWN,3016,VIC,Top 500,03 9397 7363,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
"3,710",VIC1,3000011,Elizabeth Pharmacy,,125 Elizabeth St,MELBOURNE,3000,VIC,Top 500,03 9670 3815,API HEALTHCARE,A Grade,4 Weeks,
"5,661",VIC1,3008004,Spencer St Phy,Sh 309,201 Spencer St,MELBOURNE,3008,VIC,Top 500,03 9600 1938,CHEMSAVE PHY,A Grade,4 Weeks,BRAUER SILVER 10%
"6,145",VIC1,3012007,Direct Chemist Outlet -  Central West,Shop 10-13 Central West Shopping Plaza,Corner South rd Ashley st,WEST FOOTSCRAY,3012,VIC,Top 500,03 9689 7788,DIRECT CHEMIST OUTLET,A Grade,4 Weeks,
"4,512",VIC1,3013002,Yarraille Soul Pattinson Chemist,,149 Somerville Rd,YARRAVILLE,3013,VIC,Top 500,03 9314 7329,Independent,A Grade,4 Weeks,
"4,418",VIC1,3021001,Kealba Phy,,55 Sunshine Ave,KEALBA,3021,VIC,Top 500,03 9366 7672,API HEALTHCARE,A Grade,4 Weeks,BRAUER GOLD 14%
"4,360",VIC1,3023008,Phy Select Caroline Springs,Sh 16 Caroline Springs Square S/C,Lake St,CAROLINE SPRINGS,3023,VIC,Top 500,03 9363 7999,PHY SELECT,A Grade,4 Weeks,
"4,854",VIC1,3029008,Wyndham Village Phy ,Sh 5 Wyndham Village S/C,Cnr Sayers & Morris Rds,TARNEIT,3029,VIC,Top 500,03 8742 7466,PHY SELECT,A Grade,4 Weeks,
"4,455",VIC1,3030013,PharmaSave - Sanctuary Lakes,Sh 27 Santuary Lakes S/C,Point Cook Rd,SANCTUARY LAKES,3030,VIC,Top 500,03 9395 4311,PHARMASAVE,A Grade,4 Weeks,
"4,505",VIC1,3030016,Direct Chemist Outlet - Werribee,Sh 10A  Werribee Village S/C,Cnr Tarniet & Shores Rd,WERRIBEE,3030,VIC,Top 500,03 9731 1991,DIRECT CHEMIST OUTLET,A Grade,4 Weeks,
"5,736",VIC1,3030018,Point Cook Phy Select ,Sh 102 Point Cook Town Cnt,Crn Dunnings Rd & Boardwalk Blvd,POINT COOK,3030,VIC,Top 500,03 9395 0179,PHY SELECT,A Grade,4 Weeks,
"3,942",VIC1,3032017,PharmaSave Highpoint Phy - Maribyrnong ,Level 2 ,Sh 2539 Highpoint S/C,MARIBYRNONG,3032,VIC,Top 500,03 9318 2983,PHARMASAVE,A Grade,4 Weeks,
"4,309",VIC1,3042012,Maxcare Airport  West ,Sh 40 Westfield S/T,29-35 Louis St,AIRPORT WEST,3042,VIC,Top 500,03 9330 1356,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
"4,000",VIC1,3043003,Terry White Chemist - Gladstone Park,Sh 104 Gladstone Pk S/C,Gladstone Pk Dr,GLADSTONE PARK,3043,VIC,Top 500,03 9338 1033,TERRY WHITE CHEMIST,A Grade,4 Weeks,
"3,609",VIC1,3056006,Barkly Square Chemmart Phy,Sh 13-15 Barkly Sq S/C,90-106  Sydney Road,BRUNSWICK,3056,VIC,Top 500,03 9387 3717,PRICELINE PHY,A Grade,4 Weeks,BRAUER GOLD 14%
"3,776",VIC1,3076009,Pharmacy Select Lyndarum,Shop 7 Epping North S/C ,2 lyndarum Drive ,EPPING NORTH,3076,VIC,Top 500,03 8401 4877,PHY SELECT,A Grade,4 Weeks,
"3,719",VIC1,3082002,Fullife Phy  Mill Park,Sh 50 The Stables S/C,Childs Rd,MILL PARK,3082,VIC,Top 500,03 9404 2444,FULLIFE PHY,A Grade,4 Weeks,
"5,326",VIC1,3082007,Pharmacy Select  Plenty Valley ,Sh 65 Plenty Valley S/C,McDonalds Road,MILL PARK,3082,VIC,Top 500,03 9436 9455,PHY SELECT,A Grade,4 Weeks,
"3,524",VIC1,3212001,Lara Phy ,,7 Waverley Rd,LARA,3212,VIC,Top 500,03 5282 1357,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
"4,030",VIC1,3216001,Community Care Chemist - Belmont,,157 High St,BELMONT,3216,VIC,Top 500,03 5241 1755,COMMUNITY CARE CHEMIST ,A Grade,4 Weeks,BRAUER GOLD 14%
"4,168",VIC1,3216010,Amcal Waurn Ponds,Sh 1D Town & Country S/C,Cnr Pioneer Rd,WAURN PONDS,3216,VIC,Top 500,03 5243 1050,AMCAL CHEMIST,A Grade,4 Weeks,
"6,669",VIC1,3216016,Pricline Phy - Waurn Ponds ,Sh MM2 Waurn Ponds S/C,173-199 Pioneers Rd,WAURN PONDS ,3216,VIC,Top 500,03 5244 5129,PRICELINE PHY,A Grade,4 Weeks,
"3,520",VIC1,3218003,Mitchell & Ohara Amcal Chemist,,154 Shannon Ave,GEELONG WEST,3218,VIC,Top 500,03 5221 2534,AMCAL CHEMIST,A Grade,4 Weeks,
"5,800",VIC1,3218007,Packington Phy ,Sh 5 Pakington Strand,95-103 Pakington St,GEELONG WEST,3218,VIC,Top 500,03 5229 1058,HEALTH SAVE,A Grade,4 Weeks,BRAUER GOLD 14%
"3,954",VIC1,3220020,Soul Pattinson Chemist - Geelong,,148 Myers St,GEELONG,3220,VIC,Top 500,03 5229 3539,SOUL PATTINSON,A Grade,4 Weeks,BRAUER GOLD 14%
"5,351",VIC1,3224003,Direct Chemist Outlet - Leopold,Sh 1 Gateway Plaza,641-659 Bellarine Hwy,LEOPOLD,3224,VIC,Top 500,03 5250 3222,DIRECT CHEMIST OUTLET,A Grade,4 Weeks,
"4,956",VIC1,3226004,Direct Chemist Outlet - Ocean Grove,Sh 1 Ocean Grove S/C,Cnr Shell Rd & Kingston Down Dr,OCEAN GROVE,3226,VIC,Top 500,03 5256 2322,DIRECT CHEMIST OUTLET,A C Grade,12 Weeks ,
"3,968",VIC1,3228003,Torquay Phy - Gilbert st,,18 Gilbert St,TORQUAY,3228,VIC,Top 500,03 5261 2270,Independent,A C Grade,12 Weeks ,
"3,843",VIC1,3250001,Pharmasave Phy - Colac,Sh 1-7 Safeway Shopping Complex ,52 Bromfield St,COLAC,3250,VIC,Top 500,03 5231 4022,PHARMASAVE,A Grade,4 Weeks,
"5,029",VIC1,3280010,Direct Chemist Outlet - Warrnambool,Sh 1 Centro S/C,72 Mortlake Rd,WARRNAMBOOL,3280,VIC,Top 500,03 5561 3755,DIRECT CHEMIST OUTLET,A C Grade,12 Weeks ,
"3,714",VIC1,3280013,Direct Chemist Outlet - Target Warrnambool,Shop T11,154 Koroit St,WARRNAMBOOL,3280,VIC,Top 500,03 5561 6558,DIRECT CHEMIST OUTLET,A C Grade,12 Weeks ,
"3,927",VIC1,3337002,Steve Gowty Chemmart Phy,Sh R11 Woodgrove S/C,535 High St,MELTON,3337,VIC,Top 500,03 9743 6633,CHEMMART MASTER,A Grade,4 Weeks,BRAUER GOLD 14%
"3,662",VIC1,3337004,Ron Davis Amcal Chemist,,308-312 High St,MELTON,3337,VIC,Top 500,03 9743 5555,AMCAL CHEMIST,A Grade,4 Weeks,
"5,756",VIC1,3350023,Eureka Medical Cnt Phy,,14 Albert St,BALLARAT,3350,VIC,Top 500,03 5331 1199,Independent,A C Grade,12 Weeks ,
"4,948",VIC1,3350600,UFS Dispensary Warehouse,204-206 Armstrong Street,,BALLARAT,3350,VIC,Top 500,03 5331 9182 ,United Friendly Societies,A Grade,4 Weeks,
"4,948",VIC1,3350600,UFS Dispensary  Head Office -  Ballarat,,206 Armstrong St North,BALLARAT,3350,VIC,Top 500,03 5327 7777,UFS DISPENSARY ,A C Grade,12 Weeks ,
"3,621",VIC1,3400005,Horsham Amcal Chemist,,98 Firebrace St,HORSHAM,3400,VIC,Top 500,03 5382 1019,AMCAL CHEMIST,A C Grade,12 Weeks ,
"4,005",VIC1,3429006,Terry White Chemist - Sunbury,,83-85 Evans St,SUNBURY,3429,VIC,Top 500,03 9744 2801,TERRY WHITE CHEMIST,A Grade,4 Weeks,
"3,691",VIC1,3450004,Thomas & Chong Chemmart Phy,,2 Frederick St,CASTLEMAINE,3450,VIC,Top 500,03 5472 1872,CHEMMART MASTER,A Grade,4 Weeks,
"5,290",VIC1,3658001,PharmaSave Broadford Phy,,77 High St,BROADFORD,3658,VIC,Top 500,03 5784 1545,PHARMASAVE,A C Grade,12 Weeks ,
"5,858",VIC1,3754001,Chemist Discount Centre  - Laurimar,,126 Painted Hills Rd,DOREEN,3754,VIC,Top 500,03 9717 1322,CHEMIST DISCOUNT CENTRE ,A Grade,4 Weeks,
"4,709",VIC1,7000027,Good Price Phy WH - Hobart,"Shop 9, 42-44",Argyle Street,HOBART,7000,VIC,Top 500,03 6234 4878,GOOD PRICE PHY,A C Grade,12 Weeks ,
"5,963",VIC1,7050009,Chemist Outlet - Kingston,3/14 Channel Hwy,,Kingston,7050,VIC,Top 500,03 6229 9411,CHEMIST OUTLET,A Grade,4 Weeks,BRAUER GOLD 14%
"5,622",VIC1,7170001,Good Price Phy - Cambridge,Sh A3,66 Kennedy Drive,CAMBRIDGE,7170,VIC,Top 500,03 6248 5877,GOOD PRICE PHY,A C Grade,12 Weeks ,
"4,765",VIC1,7310002,Terry White Chemist - Four Ways  Devonport,155 William St,,DEVONPORT,7310,VIC,Top 500,03 6424 4233,TERRY WHITE CHEMIST,A C Grade,12 Weeks ,
"5,910",VIC1,7320011,Good Price Phy - Burnie,,32 Cattley St,BURNIE,7320,VIC,Top 500,03 6431 1077,GOOD PRICE PHY,A C Grade,12 Weeks ,
"4,621",VIC1,,Fountain Health & Bulk,Sh 11 Killians Walk,,BENDIGO,3550,VIC,Top 500,03 5443 8035,Independent,A Grade,4 Weeks,
"4,828",VIC1,,Natures Works - Rosny,Sh G9  Eastland S/C,,ROSNY,7018,VIC,Top 500,03 6244 3943,NATURES WORKS,A C Grade,12 Weeks ,
"5,745",VIC1,,Des Lardners Organic,,5 Firebrace St,HORSHAM,3400,VIC,Top 500,03 5382 7766,Independent,A C Grade,12 Weeks ,
"5,669",VIC2,2641005,Mates Discount Phy,Sh 6,347 Wagga Rd,LAVINGTON,2641,VIC,Top 500,02 6025 4374,Independent,A C Grade,12 Weeks ,
"4,235",VIC2,3079008,Mount Phy,,135A Upper Heidelberg Rd,IVANHOE,3079,VIC,Top 500,03 9497 4391,Independent,A Grade,4 Weeks,
"3,568",VIC2,3089001,Diamond Creek Phy ,Shop 3 Diamond Creek S/P,67 Main Hurstbridge Road,DIAMOND CREEK,3089,VIC,Top 500,03 9438 3280,AMCAL CHEMIST,A Grade,4 Weeks,BRAUER GOLD 14%
"3,693",VIC2,3089002,Priceline Phy - Diamond Creek,,66 Hurstbridge Rd,DIAMOND CREEK,3095,VIC,Top 500,03 9438 6177,PRICELINE PHY,A Grade,4 Weeks,
"4,424",VIC2,3101013,Star Pharmacy Kew,,157 High St,KEW,3101,VIC,Top 500,03 9853 7166,Independent,A Grade,4 Weeks,BRAUER GOLD 14%
"3,992",VIC2,3116002,Terry White Chemist - Chirnside,Sh 628-635 Chirnside S/C,Maroondah Hwy,CHIRNSIDE PARK ,3116,VIC,Top 500,03 9727 1555,TERRY WHITE CHEMIST,A Grade,4 Weeks,
"3,931",VIC2,3128005,Better Value - Box Hill,Sh 68 Box Hill Central S/C,Main St,BOX HILL,3128,VIC,Top 500,03 9890 6253,PHARMORE,A Grade,4 Weeks,BRAUER GOLD 14%
"3,577",VIC2,3131001,Priceline Phy - Forest Hill ,Sh 127 Forrest Hill S/C,Canterbury Rd,FOREST HILL,3131,VIC,Top 500,03 9878 3981,PRICELINE OP IN,A Grade,4 Weeks,
"3,936",VIC2,3134004,Priceline Phy -  Eastland ,Sh L107 Eastlands S/C,Maroondah Hwy,RINGWOOD,3134,VIC,Top 500,03 9870 5966,PRICELINE PHY,A Grade,4 Weeks,
"4,205",VIC2,3136009,Croydon Market Guardian Phy,Sh 20 Croydon Market,Kent Ave,CROYDON,3136,VIC,Top 500,03 9725 8895,GUARDIAN PHY,A Grade,4 Weeks,
"5,768",VIC2,3136019,Direct Chemist Outlet - Croydon,,88-92  Main St,CROYDON,3136,VIC,Top 500,03 9723 7711,DIRECT CHEMIST OUTLET,A Grade,4 Weeks,
